Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen
25.11.2023;04:45;05:00;11.548,25;4.632;1.046,5
25.11.2023;05:00;05:15;11.566,25;4.682,5;1.025,5
25.11.2023;05:15;05:30;11.515,75;4.616;1.052
25.11.2023;05:30;05:45;11.429,25;4.545,5;1.024,5
25.11.2023;05:45;06:00;11.434;4.715,5;893,25
25.11.2023;06:00;06:15;11.540,5;4.685,5;981
25.11.2023;06:15;06:30;11.579,5;4.831,5;986
25.11.2023;06:30;06:45;11.647,75;5.012,5;903,5
25.11.2023;06:45;07:00;11.769,5;5.273,5;796,75
25.11.2023;07:00;07:15;12.038,75;5.421;693,5
25.11.2023;07:15;07:30;12.082,25;5.526;422,25
25.11.2023;07:30;07:45;12.322,25;5.679,25;327,75
25.11.2023;07:45;08:00;12.455,5;5.853;297
25.11.2023;08:00;08:15;12.820,25;6.084,5;206,25
25.11.2023;08:15;08:30;13.021,75;6.150;99,75
25.11.2023;08:30;08:45;13.256,75;6.244,25;111
25.11.2023;08:45;09:00;13.561;6.488;73,25
25.11.2023;09:00;09:15;13.710,25;6.668,75;6,25
25.11.2023;09:15;09:30;13.764,75;6.742,5;49
25.11.2023;09:30;09:45;13.898,75;6.832,5;108,5
25.11.2023;09:45;10:00;14.094,25;6.888,5;107,5
25.11.2023;10:00;10:15;13.994,25;6.773;6,5
25.11.2023;10:15;10:30;14.085,5;6.833,5;64,75
25.11.2023;10:30;10:45;14.160,25;6.847,5;185,75
25.11.2023;10:45;11:00;14.215,5;6.986;135,5
25.11.2023;11:00;11:15;14.272,75;7.166,75;161,5
25.11.2023;11:15;11:30;14.264;7.191;195,75
25.11.2023;11:30;11:45;14.327,25;7.268,75;259
25.11.2023;11:45;12:00;14.303,5;7.188,75;242,5
25.11.2023;12:00;12:15;14.324,5;7.299,75;192
25.11.2023;12:15;12:30;14.341;7.342,5;348,25
25.11.2023;12:30;12:45;14.315;7.434,25;436,75
25.11.2023;12:45;13:00;14.267,5;7.462;457,25
25.11.2023;13:00;13:15;14.123,75;7.523,5;573,25
25.11.2023;13:15;13:30;14.001,25;7.497,25;470
25.11.2023;13:30;13:45;13.919,5;7.483,5;470,5
25.11.2023;13:45;14:00;13.839;7.456,5;408,75
25.11.2023;14:00;14:15;13.803,5;7.641,25;361,75
25.11.2023;14:15;14:30;13.709,5;7.722,5;325,5
25.11.2023;14:30;14:45;13.718,5;7.870;198,25
25.11.2023;14:45;15:00;13.658,5;7.944,5;149
25.11.2023;15:00;15:15;13.739,75;8.206,5;309,75
25.11.2023;15:15;15:30;13.780;8.362,5;322
25.11.2023;15:30;15:45;13.779;8.382;125,5
25.11.2023;15:45;16:00;13.743,75;8.335;109,5
25.11.2023;16:00;16:15;13.993,75;8.590,75;114,25
25.11.2023;16:15;16:30;14.125,75;8.725,75;89
25.11.2023;16:30;16:45;14.274,75;8.760,75;97,25
25.11.2023;16:45;17:00;14.424,25;8.837,75;89,5
25.11.2023;17:00;17:15;14.608,75;9.149,5;107,25
25.11.2023;17:15;17:30;14.608,5;9.212,25;24,25
25.11.2023;17:30;17:45;14.607,75;9.233;9,75
25.11.2023;17:45;18:00;14.653,5;9.290,25;2
25.11.2023;18:00;18:15;14.615,5;9.207,25;2
25.11.2023;18:15;18:30;14.571;9.179;2
25.11.2023;18:30;18:45;14.440,5;9.203,25;2
25.11.2023;18:45;19:00;14.300,25;9.254;27,75
25.11.2023;19:00;19:15;14.194,25;9.340,25;2,25
25.11.2023;19:15;19:30;14.080,5;9.419,5;1,25
25.11.2023;19:30;19:45;13.937;9.397,25;1,25
25.11.2023;19:45;20:00;13.786;9.289,5;1,25
25.11.2023;20:00;20:15;13.735,5;9.332,25;2
25.11.2023;20:15;20:30;13.639,25;9.376,75;2,25
25.11.2023;20:30;20:45;13.433;9.303,5;2,25
25.11.2023;20:45;21:00;13.250,75;9.261,5;5,25
25.11.2023;21:00;21:15;13.164,5;9.356,25;8,75
25.11.2023;21:15;21:30;13.153,5;9.578;2,75
25.11.2023;21:30;21:45;12.999;9.612;22,25
25.11.2023;21:45;22:00;12.959,75;9.724,5;30,75
25.11.2023;22:00;22:15;12.939,25;9.870,25;6,5
25.11.2023;22:15;22:30;12.763,75;9.817;6,25
25.11.2023;22:30;22:45;12.538,25;9.646,25;6,25
25.11.2023;22:45;23:00;12.257,75;9.484,75;6,25
25.11.2023;23:00;23:15;12.112;9.426;6,75
25.11.2023;23:15;23:30;12.044,25;9.394;6,5
25.11.2023;23:30;23:45;11.857,25;9.293,5;6,75
25.11.2023;23:45;00:00;11.677,5;9.182,25;40,25
26.11.2023;00:00;00:15;11.466,5;9.060;218,25
26.11.2023;00:15;00:30;11.460;9.095,75;233,75
26.11.2023;00:30;00:45;11.389,5;9.058,75;286,5
26.11.2023;00:45;01:00;11.267,75;8.964,5;291,5
26.11.2023;01:00;01:15;10.981;8.627,25;119,25
26.11.2023;01:15;01:30;10.861,5;8.497,5;142,75
26.11.2023;01:30;01:45;10.798,5;8.525,5;121,75
26.11.2023;01:45;02:00;10.678,25;8.429;201,25
26.11.2023;02:00;02:15;10.582;8.342,5;532,25
26.11.2023;02:15;02:30;10.580,5;8.321;543
26.11.2023;02:30;02:45;10.534,5;8.291,25;544,25
26.11.2023;02:45;03:00;10.508,25;8.289;564,25
26.11.2023;03:00;03:15;10.436,25;8.216;626,5
26.11.2023;03:15;03:30;10.410,5;8.173;637,25
26.11.2023;03:30;03:45;10.449,25;8.203,25;653,25
26.11.2023;03:45;04:00;10.429,75;8.172,25;655
26.11.2023;04:00;04:15;10.412,5;8.138;920
26.11.2023;04:15;04:30;10.387;8.116,75;982
26.11.2023;04:30;04:45;10.389,25;8.134,75;967,25
26.11.2023;04:45;05:00;10.404,25;8.145,25;986,5
26.11.2023;05:00;05:15;10.401,75;8.046,25;704,75
26.11.2023;05:15;05:30;10.355,5;7.996,5;710
26.11.2023;05:30;05:45;10.336,5;7.910,25;740,25
26.11.2023;05:45;06:00;10.350,5;7.943;813,5
26.11.2023;06:00;06:15;10.396,25;7.969;601,25
26.11.2023;06:15;06:30;10.310,5;7.826,25;733
26.11.2023;06:30;06:45;10.342,5;7.889,25;743,5
26.11.2023;06:45;07:00;10.402;8.073,5;643,25
26.11.2023;07:00;07:15;10.489,5;8.083,5;578,25
26.11.2023;07:15;07:30;10.616,5;8.335;375,5
26.11.2023;07:30;07:45;10.763,5;8.351,25;265,25
26.11.2023;07:45;08:00;10.875,25;8.652;147,75
26.11.2023;08:00;08:15;11.140,75;8.628;287,75
26.11.2023;08:15;08:30;11.404,25;8.829,5;242,5
26.11.2023;08:30;08:45;11.598,25;9.000;232,25
26.11.2023;08:45;09:00;11.770,5;9.250,75;95
26.11.2023;09:00;09:15;12.020,25;9.283,75;2,75
26.11.2023;09:15;09:30;12.191,5;9.467;2,75
26.11.2023;09:30;09:45;12.417,25;9.496;12,75
26.11.2023;09:45;10:00;12.552,25;9.550,25;4
26.11.2023;10:00;10:15;12.665;9.649;4
26.11.2023;10:15;10:30;12.760,5;9.503,5;29,75
26.11.2023;10:30;10:45;12.863;9.479;16
26.11.2023;10:45;11:00;13.035,5;9.618,5;11,25
26.11.2023;11:00;11:15;13.237,75;9.691,5;360
26.11.2023;11:15;11:30;13.408,5;9.758,5;181,25
26.11.2023;11:30;11:45;13.454,25;9.794,25;128,25
26.11.2023;11:45;12:00;13.521,25;9.910;54,75
26.11.2023;12:00;12:15;13.560;9.869,25;36,25
26.11.2023;12:15;12:30;13.595,25;9.992,5;39,75
26.11.2023;12:30;12:45;13.526;9.989,5;8
26.11.2023;12:45;13:00;13.397,75;9.864,25;36,75
26.11.2023;13:00;13:15;13.244,5;9.925,75;7,25
26.11.2023;13:15;13:30;13.225,25;9.957,25;6,75
26.11.2023;13:30;13:45;13.166,75;9.911;27,5
26.11.2023;13:45;14:00;13.067,25;9.998,75;44,5
26.11.2023;14:00;14:15;13.052;10.186,75;277,5
26.11.2023;14:15;14:30;13.009,75;10.153,75;130
26.11.2023;14:30;14:45;12.977,25;10.208;45,25
26.11.2023;14:45;15:00;12.932;10.239,5;47
26.11.2023;15:00;15:15;13.022;10.688,25;65,75
26.11.2023;15:15;15:30;13.047,75;10.830,25;70
26.11.2023;15:30;15:45;13.041;10.782,75;118
26.11.2023;15:45;16:00;12.983,25;10.422,5;64,5
26.11.2023;16:00;16:15;13.131;10.574,5;133
26.11.2023;16:15;16:30;13.285;10.734,75;74,25
26.11.2023;16:30;16:45;13.430,5;10.843,25;24,25
26.11.2023;16:45;17:00;13.599,25;10.931,5;3,5
26.11.2023;17:00;17:15;13.813,25;11.079,75;2,5
26.11.2023;17:15;17:30;13.889,25;11.149,25;2,5
26.11.2023;17:30;17:45;13.941;11.116,75;2,75
26.11.2023;17:45;18:00;13.970;11.139,25;2,5
26.11.2023;18:00;18:15;14.042,25;11.382,75;2,5
26.11.2023;18:15;18:30;14.057,75;11.304,5;3,25
26.11.2023;18:30;18:45;14.005,5;11.235;69,5
26.11.2023;18:45;19:00;13.978,75;11.182;75,5
26.11.2023;19:00;19:15;13.890,25;11.111,25;5,5
26.11.2023;19:15;19:30;13.803,25;11.133;15,75
26.11.2023;19:30;19:45;13.702,5;11.102,25;38,75
26.11.2023;19:45;20:00;13.565,75;11.002,25;38,25
26.11.2023;20:00;20:15;13.454;10.902,75;37,5
26.11.2023;20:15;20:30;13.306;10.813,25;40,5
26.11.2023;20:30;20:45;13.169;10.735,25;37,75
26.11.2023;20:45;21:00;13.059;10.689,75;54
26.11.2023;21:00;21:15;12.850,5;10.472,75;44,25
26.11.2023;21:15;21:30;12.786,5;10.411,75;57,5
26.11.2023;21:30;21:45;12.687,5;10.305,5;55,25
26.11.2023;21:45;22:00;12.752;10.370;71,75
26.11.2023;22:00;22:15;12.833,25;10.493,75;45,5
26.11.2023;22:15;22:30;12.739,25;10.444,25;103,5
26.11.2023;22:30;22:45;12.539,75;10.271,25;128,75
26.11.2023;22:45;23:00;12.271;10.024;176,75
26.11.2023;23:00;23:15;12.023,25;9.820,5;217,75
26.11.2023;23:15;23:30;11.915,25;9.760;315,25
26.11.2023;23:30;23:45;11.716;9.569,75;216,75
26.11.2023;23:45;00:00;11.543,75;9.391,5;343,25
27.11.2023;00:00;00:15;11.334,75;9.207,75;206,25
27.11.2023;00:15;00:30;11.297,5;9.167,25;258,75
27.11.2023;00:30;00:45;11.245,5;9.118,75;332,5
27.11.2023;00:45;01:00;11.137,75;9.048,25;467
27.11.2023;01:00;01:15;10.955,25;8.906;642,5
27.11.2023;01:15;01:30;10.907;8.899;722,25
27.11.2023;01:30;01:45;10.873,75;8.907;702,75
27.11.2023;01:45;02:00;10.825,5;8.856,75;733,5
27.11.2023;02:00;02:15;10.737,5;8.793,75;726,5
27.11.2023;02:15;02:30;10.722,75;8.780;782,75
27.11.2023;02:30;02:45;10.772,75;8.850;777,75
27.11.2023;02:45;03:00;10.767,25;8.878,5;793,75
27.11.2023;03:00;03:15;10.850,75;8.974,25;877,75
27.11.2023;03:15;03:30;10.831,5;8.957,75;859,5
27.11.2023;03:30;03:45;10.859,5;8.970,25;900,5
27.11.2023;03:45;04:00;10.920;9.034;898,5
27.11.2023;04:00;04:15;11.124,75;9.247,5;895,25
27.11.2023;04:15;04:30;11.208,75;9.328,25;891,75
27.11.2023;04:30;04:45;11.339,5;9.407;915
27.11.2023;04:45;05:00;11.484,25;9.487,75;902,5
27.11.2023;05:00;05:15;11.834,25;9.809,25;662,75
27.11.2023;05:15;05:30;12.000,25;9.928,5;656,75
27.11.2023;05:30;05:45;12.334,5;10.196,5;439,75
27.11.2023;05:45;06:00;12.804;10.570;342,75
27.11.2023;06:00;06:15;13.664,75;11.303,25;361
27.11.2023;06:15;06:30;14.246,5;11.808,25;102
27.11.2023;06:30;06:45;14.682,25;12.146,75;29,75
27.11.2023;06:45;07:00;14.980;12.353;15,25
27.11.2023;07:00;07:15;15.284;12.590,5;86
27.11.2023;07:15;07:30;15.737,75;12.939,75;49,5
27.11.2023;07:30;07:45;16.010,5;13.086,75;15,75
27.11.2023;07:45;08:00;16.175,25;13.154;14
27.11.2023;08:00;08:15;16.127,5;12.986,5;4,5
27.11.2023;08:15;08:30;16.446,5;13.145,75;0,5
27.11.2023;08:30;08:45;16.555,75;13.080,5;0,5
27.11.2023;08:45;09:00;16.622,5;13.015,5;17
27.11.2023;09:00;09:15;16.601,25;12.835,5;27
27.11.2023;09:15;09:30;16.679,25;12.707,75;32,75
27.11.2023;09:30;09:45;16.824;12.692,75;13,25
27.11.2023;09:45;10:00;16.985,75;12.683,5;16
27.11.2023;10:00;10:15;17.021,75;12.532,75;11
27.11.2023;10:15;10:30;17.144,75;12.460,25;14,25
27.11.2023;10:30;10:45;17.313,75;12.488,25;1,5
27.11.2023;10:45;11:00;17.400;12.409,25;1,5
27.11.2023;11:00;11:15;17.366;12.255,25;1,25
27.11.2023;11:15;11:30;17.518,5;12.269,25;1
27.11.2023;11:30;11:45;17.589,25;12.258,25;1,25
27.11.2023;11:45;12:00;17.554,25;12.118,5;1,25
27.11.2023;12:00;12:15;17.673,25;12.110;1,5
27.11.2023;12:15;12:30;17.471,5;11.830,25;1,5
27.11.2023;12:30;12:45;17.523,5;11.799,25;2,75
27.11.2023;12:45;13:00;17.650,25;11.853,75;13
27.11.2023;13:00;13:15;17.700,75;11.865,25;1,75
27.11.2023;13:15;13:30;17.645,5;11.806,25;1,5
27.11.2023;13:30;13:45;17.600;11.780;3
27.11.2023;13:45;14:00;17.447,5;11.651;58,75
27.11.2023;14:00;14:15;17.428,75;11.786;3,5
27.11.2023;14:15;14:30;17.422,75;11.768,5;1,75
27.11.2023;14:30;14:45;17.493,75;11.809,5;1,75
27.11.2023;14:45;15:00;17.492,75;11.769,75;2
27.11.2023;15:00;15:15;17.516,25;11.899,25;1,75
27.11.2023;15:15;15:30;17.484,25;11.815,75;1,25
27.11.2023;15:30;15:45;17.501,75;11.638,75;1,5
27.11.2023;15:45;16:00;17.558,25;11.551;1,75
27.11.2023;16:00;16:15;17.711,75;11.541,25;2,25
27.11.2023;16:15;16:30;17.908,25;11.678,75;2,25
27.11.2023;16:30;16:45;17.966,5;11.658,75;2,25
27.11.2023;16:45;17:00;17.925,5;11.541,25;2,75
27.11.2023;17:00;17:15;18.085,75;11.641,75;2,75
27.11.2023;17:15;17:30;18.155,75;11.694,5;3
27.11.2023;17:30;17:45;18.147;11.655,75;3,75
27.11.2023;17:45;18:00;18.151,25;11.653;35
27.11.2023;18:00;18:15;18.144;11.601,5;4
27.11.2023;18:15;18:30;18.033,75;11.476,25;3
27.11.2023;18:30;18:45;17.962,75;11.383;3,25
27.11.2023;18:45;19:00;17.932,5;11.332,75;3
27.11.2023;19:00;19:15;17.716,25;11.143,5;2,75
27.11.2023;19:15;19:30;17.631,75;11.126,75;2,75
27.11.2023;19:30;19:45;17.513,5;10.980,75;3
27.11.2023;19:45;20:00;17.362,75;10.889,25;3
27.11.2023;20:00;20:15;17.069;10.633,75;2,75
27.11.2023;20:15;20:30;16.840,5;10.435,75;3,5
27.11.2023;20:30;20:45;16.563,75;10.176,75;47,5
27.11.2023;20:45;21:00;16.315,25;10.037,75;62
27.11.2023;21:00;21:15;16.082;9.762,75;137,75
27.11.2023;21:15;21:30;15.866;9.560,75;190,75
27.11.2023;21:30;21:45;15.601,5;9.338,25;334,5
27.11.2023;21:45;22:00;15.442,5;9.138;574,25
27.11.2023;22:00;22:15;15.238,25;9.081,25;396,5
27.11.2023;22:15;22:30;15.023,25;8.810,5;578,5
27.11.2023;22:30;22:45;14.771,5;8.455,5;671,25
27.11.2023;22:45;23:00;14.540;8.182,25;867,25
27.11.2023;23:00;23:15;14.224;7.858,25;765,5
27.11.2023;23:15;23:30;14.043;7.619,25;812,75
27.11.2023;23:30;23:45;13.779,25;7.368,75;912,5
27.11.2023;23:45;00:00;13.687,75;7.263,25;952,75
28.11.2023;00:00;00:15;13.428,25;7.108;913,75
28.11.2023;00:15;00:30;13.304,5;7.008,5;1.038,5
28.11.2023;00:30;00:45;13.116,5;6.853,5;1.187
28.11.2023;00:45;01:00;12.989,25;6.815,5;1.101
28.11.2023;01:00;01:15;12.620;6.450,75;951,75
28.11.2023;01:15;01:30;12.526;6.326;922,25
28.11.2023;01:30;01:45;12.460,75;6.287;986,25
28.11.2023;01:45;02:00;12.415,75;6.274;1.028
28.11.2023;02:00;02:15;12.296;6.168,25;929,75
28.11.2023;02:15;02:30;12.186,75;6.020;997,5
28.11.2023;02:30;02:45;12.258,75;6.079,5;997
28.11.2023;02:45;03:00;12.224,75;6.050,25;1.095
28.11.2023;03:00;03:15;12.192;6.105,75;1.070,75
28.11.2023;03:15;03:30;12.211,5;6.117,75;1.078,75
28.11.2023;03:30;03:45;12.298,75;6.184,75;1.071,5
28.11.2023;03:45;04:00;12.326,75;6.225,5;1.091,75
28.11.2023;04:00;04:15;12.384,25;6.175,75;1.116,5
28.11.2023;04:15;04:30;12.436,25;6.204,5;1.097,75
28.11.2023;04:30;04:45;12.502,5;6.253;1.073,75
28.11.2023;04:45;05:00;12.595,25;6.331,5;990,5
28.11.2023;05:00;05:15;13.083,5;6.721;1.060
28.11.2023;05:15;05:30;13.235;6.915;1.019,5
28.11.2023;05:30;05:45;13.561;7.241,75;879
28.11.2023;05:45;06:00;13.960;7.699,75;729,25
28.11.2023;06:00;06:15;14.760,25;8.452,25;784,75
28.11.2023;06:15;06:30;15.277,25;9.059,25;351,25
28.11.2023;06:30;06:45;15.590,75;9.463,25;99,5
28.11.2023;06:45;07:00;15.857,5;9.872,75;20,75
28.11.2023;07:00;07:15;16.493,25;10.585,75;127,5
28.11.2023;07:15;07:30;16.777;10.931,5;11,25
28.11.2023;07:30;07:45;16.939,25;11.214,25;3,75
28.11.2023;07:45;08:00;17.243,25;11.652,75;2,25
28.11.2023;08:00;08:15;17.287,25;11.828,25;3,5
28.11.2023;08:15;08:30;17.381,75;12.128;2,75
28.11.2023;08:30;08:45;17.367;12.279,75;2,5
28.11.2023;08:45;09:00;17.310,25;12.485,75;2,5
28.11.2023;09:00;09:15;17.311;12.720;1,25
28.11.2023;09:15;09:30;17.306,5;12.878;1,25
28.11.2023;09:30;09:45;17.412,75;13.155,5;1,25
28.11.2023;09:45;10:00;17.475;13.396,75;0,75
28.11.2023;10:00;10:15;17.512,25;13.594,5;0,75
28.11.2023;10:15;10:30;17.541,25;13.736;1,25
28.11.2023;10:30;10:45;17.679,25;13.979;1,25
28.11.2023;10:45;11:00;17.656,5;14.073,5;1,5
28.11.2023;11:00;11:15;17.660,5;14.130;3,25
28.11.2023;11:15;11:30;17.675,75;14.247,5;3,75
28.11.2023;11:30;11:45;17.771,75;14.481,25;28,75
28.11.2023;11:45;12:00;17.787,5;14.584,25;37
28.11.2023;12:00;12:15;17.692;14.601,5;153
28.11.2023;12:15;12:30;17.636,25;14.635,5;168,25
28.11.2023;12:30;12:45;17.628,25;14.697,5;169
28.11.2023;12:45;13:00;17.587,75;14.748;178,5
28.11.2023;13:00;13:15;17.557,75;14.800,5;110,5
28.11.2023;13:15;13:30;17.553,5;14.889,75;108,75
28.11.2023;13:30;13:45;17.385,25;14.758,5;124,75
28.11.2023;13:45;14:00;17.304,75;14.740,75;54,5
28.11.2023;14:00;14:15;17.245,5;14.744,5;142,5
28.11.2023;14:15;14:30;17.231;14.730;197,25
28.11.2023;14:30;14:45;17.242;14.753,75;261,5
28.11.2023;14:45;15:00;17.199;14.806,5;325,5
28.11.2023;15:00;15:15;17.189,75;14.856;302,5
28.11.2023;15:15;15:30;17.119,75;14.786;263
28.11.2023;15:30;15:45;17.113,75;14.790,75;147,25
28.11.2023;15:45;16:00;17.162,75;14.805,75;132,5
28.11.2023;16:00;16:15;17.293,75;14.888;138,5
28.11.2023;16:15;16:30;17.387,5;14.946,25;124,5
28.11.2023;16:30;16:45;17.408,25;14.942,75;105,75
28.11.2023;16:45;17:00;17.541;15.031,25;93
28.11.2023;17:00;17:15;17.609,25;15.125,5;5,5
28.11.2023;17:15;17:30;17.571;15.130,25;4
28.11.2023;17:30;17:45;17.653,25;15.158,75;2,75
28.11.2023;17:45;18:00;17.668;15.139,25;3
28.11.2023;18:00;18:15;17.578;15.039,25;3,25
28.11.2023;18:15;18:30;17.456,5;14.904,25;2
28.11.2023;18:30;18:45;17.318,5;14.758,25;14,5
28.11.2023;18:45;19:00;17.256;14.632;48,5
28.11.2023;19:00;19:15;17.224,5;14.512;4,5
28.11.2023;19:15;19:30;17.160,25;14.366;16,25
28.11.2023;19:30;19:45;16.952,25;14.099,5;31,25
28.11.2023;19:45;20:00;16.907,5;13.986;45,25
28.11.2023;20:00;20:15;16.568,25;13.713,25;1,75
28.11.2023;20:15;20:30;16.415,5;13.412,75;3,75
28.11.2023;20:30;20:45;16.118,25;13.089,75;9,5
28.11.2023;20:45;21:00;15.975;12.894;233,5
28.11.2023;21:00;21:15;15.789,25;12.603,5;65
28.11.2023;21:15;21:30;15.628,25;12.240;152
28.11.2023;21:30;21:45;15.481;11.868;240
28.11.2023;21:45;22:00;15.322,25;11.600,25;354,75
28.11.2023;22:00;22:15;15.243;11.506,75;250
28.11.2023;22:15;22:30;15.076;11.359,25;205
28.11.2023;22:30;22:45;14.784,75;10.936,5;218,5
28.11.2023;22:45;23:00;14.673,75;10.525,5;400,25
28.11.2023;23:00;23:15;14.385,25;10.024;415,75
28.11.2023;23:15;23:30;14.340,75;9.966,75;635
28.11.2023;23:30;23:45;14.206;9.714;1.012,25
28.11.2023;23:45;00:00;13.985,25;9.401,75;1.182,25
29.11.2023;00:00;00:15;13.855,75;9.154,75;995,5
29.11.2023;00:15;00:30;13.631,75;8.861;1.132,75
29.11.2023;00:30;00:45;13.480,25;8.601,75;1.301,5
29.11.2023;00:45;01:00;13.338;8.324,75;1.362
29.11.2023;01:00;01:15;13.029,5;7.800,25;1.004,25
29.11.2023;01:15;01:30;13.028;7.655,25;1.308,25
29.11.2023;01:30;01:45;13.010,5;7.598,5;1.308,25
29.11.2023;01:45;02:00;12.925;7.348,5;1.330
29.11.2023;02:00;02:15;12.753,25;6.984,75;1.248,5
29.11.2023;02:15;02:30;12.715,5;6.890,75;1.307,25
29.11.2023;02:30;02:45;12.753;6.810,25;1.304,75
29.11.2023;02:45;03:00;12.751,25;6.702,75;1.352,5
29.11.2023;03:00;03:15;12.667,75;6.509,75;1.291
29.11.2023;03:15;03:30;12.775,75;6.465;1.419,25
29.11.2023;03:30;03:45;12.850,25;6.416,75;1.409
29.11.2023;03:45;04:00;12.838,25;6.295,5;1.376,5
29.11.2023;04:00;04:15;12.941,75;6.317,25;1.240,75
29.11.2023;04:15;04:30;12.988,25;6.214,25;1.226,25
29.11.2023;04:30;04:45;13.146,75;6.271,25;1.245,5
29.11.2023;04:45;05:00;13.292,5;6.383,5;1.206,5
29.11.2023;05:00;05:15;13.383,5;6.453,75;1.102,75
29.11.2023;05:15;05:30;13.530;6.625,75;1.082,5
29.11.2023;05:30;05:45;13.865,5;6.907,25;1.055
29.11.2023;05:45;06:00;14.211,25;7.238,25;832,75
29.11.2023;06:00;06:15;14.886,75;7.888;729,5
29.11.2023;06:15;06:30;15.335;8.334,5;402,75
29.11.2023;06:30;06:45;15.712;8.715,75;362,75
29.11.2023;06:45;07:00;15.954,5;8.992,25;282,5
29.11.2023;07:00;07:15;16.412,5;9.473;305,75
29.11.2023;07:15;07:30;16.650,5;9.766;256,25
29.11.2023;07:30;07:45;16.826,25;9.977,5;227,75
29.11.2023;07:45;08:00;17.025,75;10.234,25;97,75
29.11.2023;08:00;08:15;17.230;10.562;167,25
29.11.2023;08:15;08:30;17.367;10.778,25;102,75
29.11.2023;08:30;08:45;17.537,5;10.984;83,75
29.11.2023;08:45;09:00;17.595,25;11.071;6,75
29.11.2023;09:00;09:15;17.467,75;11.022,5;78
29.11.2023;09:15;09:30;17.547,75;11.206;64,25
29.11.2023;09:30;09:45;17.589,25;11.266,5;4,75
29.11.2023;09:45;10:00;17.639,25;11.335,75;1,25
29.11.2023;10:00;10:15;17.540,25;11.231,25;1,25
29.11.2023;10:15;10:30;17.619,5;11.338,5;1,25
29.11.2023;10:30;10:45;17.589,25;11.318,5;5,75
29.11.2023;10:45;11:00;17.685,5;11.450,75;3,25
29.11.2023;11:00;11:15;17.813,5;11.541,5;346,5
29.11.2023;11:15;11:30;17.782;11.532,5;455,25
29.11.2023;11:30;11:45;17.687;11.433,25;372
29.11.2023;11:45;12:00;17.666,5;11.450,25;348
29.11.2023;12:00;12:15;17.573,75;11.387,75;488
29.11.2023;12:15;12:30;17.475,75;11.332,25;446,25
29.11.2023;12:30;12:45;17.451,75;11.332,5;350,25
29.11.2023;12:45;13:00;17.416;11.386,25;313,25
29.11.2023;13:00;13:15;17.491,75;11.575,25;412
29.11.2023;13:15;13:30;17.398,5;11.594,5;306,5
29.11.2023;13:30;13:45;17.262,25;11.648,5;98,25
29.11.2023;13:45;14:00;17.139,25;11.637;47,5
29.11.2023;14:00;14:15;17.199,5;11.823;209
29.11.2023;14:15;14:30;17.089,5;11.940,25;21,25
29.11.2023;14:30;14:45;16.912;12.016,5;3
29.11.2023;14:45;15:00;16.809;12.126;1,5
29.11.2023;15:00;15:15;16.879,75;12.367,25;39
29.11.2023;15:15;15:30;16.736,25;12.393,75;29
29.11.2023;15:30;15:45;16.742,5;12.547,5;2,25
29.11.2023;15:45;16:00;16.683,75;12.642,5;1,75
29.11.2023;16:00;16:15;16.762;12.854;1,5
29.11.2023;16:15;16:30;16.952,25;13.153,25;1,75
29.11.2023;16:30;16:45;17.040,75;13.279,5;1
29.11.2023;16:45;17:00;17.228,75;13.484,5;0,25
29.11.2023;17:00;17:15;17.283,75;13.573,25;0,25
29.11.2023;17:15;17:30;17.349,5;13.688,75;0,25
29.11.2023;17:30;17:45;17.353,75;13.774,5;0,75
29.11.2023;17:45;18:00;17.322,25;13.815,5;1,25
29.11.2023;18:00;18:15;17.316,5;13.886,75;1
29.11.2023;18:15;18:30;17.248,75;13.836,25;0,25
29.11.2023;18:30;18:45;17.210;13.816,5;0,25
29.11.2023;18:45;19:00;17.091;13.774,25;0,25
29.11.2023;19:00;19:15;16.991,75;13.753,25;0,25
29.11.2023;19:15;19:30;16.845;13.682,75;0,75
29.11.2023;19:30;19:45;16.725;13.674,5;0,5
29.11.2023;19:45;20:00;16.602;13.656,25;1,25
29.11.2023;20:00;20:15;16.359,75;13.553,5;2
29.11.2023;20:15;20:30;16.160,75;13.463;1,75
29.11.2023;20:30;20:45;15.900,5;13.333,25;2
29.11.2023;20:45;21:00;15.655,5;13.221,25;2
29.11.2023;21:00;21:15;15.449,75;13.140,5;4,25
29.11.2023;21:15;21:30;15.234;13.030,75;5
29.11.2023;21:30;21:45;15.013;12.934,5;13,5
29.11.2023;21:45;22:00;14.757,75;12.790;148,25
29.11.2023;22:00;22:15;14.689,5;12.831;54
29.11.2023;22:15;22:30;14.503,25;12.725;51,5
29.11.2023;22:30;22:45;14.243,5;12.560,5;112,5
29.11.2023;22:45;23:00;14.032,5;12.411,25;128
29.11.2023;23:00;23:15;13.990;12.436,25;309
29.11.2023;23:15;23:30;13.841,5;12.344,75;514,75
29.11.2023;23:30;23:45;13.695,75;12.198,25;737,5
29.11.2023;23:45;00:00;13.517;12.016;903,75
30.11.2023;00:00;00:15;13.389,25;11.873,5;965,75
30.11.2023;00:15;00:30;13.248,25;11.778,5;1.038
30.11.2023;00:30;00:45;13.112;11.749,75;1.084,25
30.11.2023;00:45;01:00;12.986,75;11.706,25;1.127,75
30.11.2023;01:00;01:15;12.830,75;11.604;1.099
